minimum_nights,number_of_reviews,availability_365,amenity_score,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_group_Unknown,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_type_Unknown
1.1791744181281787,-0.4213533441929852,-0.09529310400637424,-0.993569828439519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.1517171584910199,-0.511581536618513,-0.8668399580470331,0.0389297270179557,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.4890244885121311,-0.8668399580470331,-0.9416854286677867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1517171584910199,-0.30856810366107534,-0.8668399580470331,0.5681506046896264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.511581536618513,-0.8668399580470331,0.6563540843015716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.28601105555469336,-0.8668399580470331,0.3969320854429096,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,0.34558629142400166,0.7984789942387454,-1.097338627982984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.534138584724895,-0.8668399580470331,0.018175967109262812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1517171584910199,-0.4213533441929852,1.730446481297759,2.43080055649482,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.3987962960866032,-0.8668399580470331,-0.4902911506537146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.28601105555469336,-0.21751834821083504,-0.02851999268529628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,0.1876869546793279,1.0505685604104458,0.45400492519181496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.534138584724895,0.4929158837275934,1.7614917994394717,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.534138584724895,-0.7828101026564662,-0.7030171897178176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1791744181281787,-0.534138584724895,0.8901479273920909,-1.2218611874351415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1791744181281787,-0.4890244885121311,1.6693338591955287,0.3709898855570434,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,0.09745876225380001,1.9137843476044503,0.31910548578531095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.30856810366107534,1.8373935699766621,0.45400492519181496,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.4890244885121311,1.3255753598704825,1.3827356811058253,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1791744181281787,0.1876869546793279,-0.36266082570363223,-0.02851999268529628,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,2.62384815016858,1.9061452698416714,-0.9572507485993063,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0018472541958106992,-0.4664674404057491,-0.6300285474008902,-1.8911699444904895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.28601105555469336,1.654055703669971,-0.94687386864496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,0.41325743574314755,-0.46960791438253546,-0.3190726314069978,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1517171584910199,0.5485997243814393,-0.8668399580470331,-0.5369871104482737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10052902092874304,-0.30856810366107534,-0.8668399580470331,1.1388790021786828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0018472541958106992,0.39070038763676557,-0.7675319471309087,0.4903240050320278,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1791744181281787,-0.44391039229936713,1.7533637145860954,0.3294823657396572,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.10052902092874304,-0.534138584724895,-0.8668399580470331,-0.059650632548335795,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.37623924798022124,-0.8668399580470331,0.6822962841874378,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.4890244885121311,-0.27863097031306544,0.7964419636852492,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.30856810366107534,1.5853040038049617,0.9832258028634856,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,0.8192843016580228,0.08804476230031696,0.41768584535160247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10052902092874304,0.3004721952112377,0.7450054498992937,1.0766177224526037,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,0.8418413497644048,-0.49252514767087185,2.1558132377046375,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0018472541958106992,-0.511581536618513,1.921423425367229,-0.9987582684166924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0018472541958106992,-0.511581536618513,-0.8668399580470331,-0.2619997916580921,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.26345400744831143,-0.011263248615807442,0.10637944672120804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2540934336155736,0.6388279168069672,-0.35502174794085345,-0.9572507485993063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.534138584724895,-0.8668399580470331,0.40212052542008253,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1517171584910199,0.706499061126113,-0.7369756360797934,-0.6770749898319514,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.534138584724895,-0.8592008802842542,-0.7808437893754161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.511581536618513,-0.8668399580470331,-1.035077348256905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.511581536618513,-0.14112757058304704,-0.2619997916580921,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.534138584724895,1.2644627377682522,-0.02851999268529628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1517171584910199,0.2328010508920918,0.5005549614903722,1.3152859614025734,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0018472541958106992,-0.511581536618513,0.08804476230031696,-1.4657178663622838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.36016421713174873,-0.534138584724895,-0.8668399580470331,-2.166157263280671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,0.6613849649133492,-0.8668399580470331,-1.0454542282112516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.049340883366466165,-0.534138584724895,0.47763772820203576,1.2115171618591085,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3089760795694719,-0.511581536618513,-0.8668399580470331,-0.14785411216028066,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.35368219987383925,-0.25571373702472905,0.5473968447809335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,0.41325743574314755,-0.46196883661975663,-1.9586196641937414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.3311251517674573,1.921423425367229,0.40212052542008253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.4890244885121311,-0.8668399580470331,0.16345228647011376,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.4664674404057491,-0.14876664834582584,1.7096073996677392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10052902092874304,0.2553580989984738,-0.8592008802842542,-1.2062958675036217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0767981430036249,-0.44391039229936713,-0.30918728136418067,0.1945829263331529,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.511581536618513,-0.7980882581820239,0.42806272530594874,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,0.09745876225380001,-0.0036241708530286407,0.5940928045754925,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.4664674404057491,-0.8133664137075814,-0.5784946302656598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.4890244885121311,-0.8668399580470331,-0.3968992310645964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.534138584724895,0.36305156176035375,0.9780373628863127,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0018472541958106992,-0.4664674404057491,1.042929482647667,0.9365298430689262,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.4213533441929852,-0.40085621451752623,0.8846454432971937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3052815711778505,-0.3987962960866032,-0.8668399580470331,-1.1751652276405824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.28601105555469336,1.5623867705166254,-0.47472583072219504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.534138584724895,-0.8668399580470331,-0.2723766716124387,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.44391039229936713,-0.40085621451752623,-1.144034587777543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,3.5486871225302408,1.272101815531031,0.7860650837309027,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.2183399112355475,1.6387775481444133,0.018175967109262812,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.10052902092874304,-0.35368219987383925,-0.8668399580470331,-0.44878363083632883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.4890244885121311,-0.8668399580470331,-1.5487329059970558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.28601105555469336,-0.8668399580470331,0.12194476665272762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.10052902092874304,-0.17322581502278356,0.11860107335143216,1.3049090814482267,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.44391039229936713,-0.8668399580470331,-1.2581802672753541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.257787942007195,-0.511581536618513,-0.8668399580470331,-0.6770749898319514,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1554116668826413,-0.17322581502278356,-0.40085621451752623,0.8587032434113275,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,0.6613849649133492,-0.5689159252986599,-0.6407559099917385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,0.21024400278570984,-0.8592008802842542,1.164821202064549,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1791744181281787,-0.4664674404057491,1.539469537228289,0.31910548578531095,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1517171584910199,-0.4890244885121311,0.6380583612203906,0.0389297270179557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.26345400744831143,1.1345984158010125,-0.5681177503113132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1554116668826413,-0.534138584724895,-0.6147503918753326,-0.02851999268529628,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.3987962960866032,1.0811248714615609,-0.1374772322059344,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1517171584910199,-0.3311251517674573,-0.8668399580470331,0.33467080571683056,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,0.1876869546793279,-0.8668399580470331,-1.1803536676177555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1791744181281787,-0.511581536618513,-0.8668399580470331,-0.2101153918863597,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.534138584724895,-0.8668399580470331,1.2426478017221476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.35368219987383925,0.36305156176035375,-0.7030171897178176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3052815711778505,-0.44391039229936713,0.775561760950409,1.559142640329715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.41135235469402565,-0.534138584724895,-0.8668399580470331,-0.7808437893754161,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3052815711778505,-0.534138584724895,1.5165523039399527,1.0091680027493517,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.0829976225972557,1.6005821593305194,-1.3671375067959923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.511581536618513,-0.23279650373639266,-0.3968992310645964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.534138584724895,-0.7446147138425723,-1.6628785854948671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.37623924798022124,-0.8668399580470331,1.1907634019504152,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.03788352638449177,1.921423425367229,-0.03889687263964291,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.10052902092874304,-0.4890244885121311,-0.8668399580470331,-0.3190726314069978,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.17322581502278356,-0.8668399580470331,-2.0156925039426477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,0.7967272535516409,1.3255753598704825,1.195951841927588,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1791744181281787,-0.534138584724895,1.615860314856077,1.3931125610601718,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,0.7741702054452589,-0.40849529228030507,-0.7860322293525894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,0.09745876225380001,-0.6911411695031207,-0.9572507485993063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.41135235469402565,1.5411098410622457,1.8526717255022198,-2.098707543577419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.060440574490873734,-0.8668399580470331,0.6822962841874378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3052815711778505,-0.35368219987383925,0.6380583612203906,0.16345228647011376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.511581536618513,-0.6758630139775631,0.5318315248494135,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2540934336155736,-0.534138584724895,-0.8668399580470331,0.05449504694947564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,1.5862239372750095,-0.8592008802842542,-0.8431050691014952,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.4890244885121311,-0.8668399580470331,-1.211484307480795,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.3987962960866032,-0.8057273359448026,-1.4242103465448979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.44391039229936713,-0.8668399580470331,-1.8807930645361428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2540934336155736,-0.3987962960866032,0.27902170636978696,-0.2931304315211316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1517171584910199,0.5937138205942033,-0.40849529228030507,-0.8742357089645343,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.4664674404057491,1.806837258925547,-1.320441547001433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3052815711778505,0.5711567724878213,1.5471086149910678,1.2530246816764943,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,0.8418413497644048,-0.7828101026564662,0.5992812445526658,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.10052902092874304,-0.4664674404057491,-0.8668399580470331,-0.3086957514526512,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.4890244885121311,-0.8668399580470331,1.3100975214253996,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.20290529605329677,-0.4213533441929852,0.813757149764303,-1.0869617480286373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.049340883366466165,-0.4664674404057491,-0.8592008802842542,0.5992812445526658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.20290529605329677,-0.37623924798022124,1.310297204344925,-1.1855421075949288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.20290529605329677,-0.1957828631291655,-0.5459986920103235,1.0247333226808715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.534138584724895,1.8679498810277775,-0.02851999268529628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1791744181281787,-0.511581536618513,-0.7675319471309087,-0.5733061902884865,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.25046267186479,-0.4890244885121311,-0.6071113141125538,-0.282753551566785,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.3052815711778505,-0.10555467070363767,1.5929430815677406,0.5007008849863744,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
